"","text","b"
"845","dust has settled comes night get quiet place",-1
"846","tomb raider is youtube channel check",0
"847","x",0
"848","horror fans are looking handful new contributors review horror movies write genre deathmatch details",-1
"849","x",0
"850","f uf ue uac f uf ud yess officially need know man drooling f uf you job is get audience care obsessions martin scorsese",1
"851","amazing movie promoting preachy attempt",1
"852","maggots movie review geek legion doom",-1
"853","absolutely f uf you f uf ue uac see eline dion ashes deadpool motion picture soundtrack",-1
"854","pick no great gatsby leonardo dicaprio version how wealth creation puts great great gatsby",1
"855","updates just posted is application netflix repairs are done access application here",0
"856","is avengers infinity war marvelous watch wright movies review find",1
"857","draw dark disturbing film sinks teeth cold cruel character is difficult fathom ub ub full link",-1
"858","avengers war movie review",-1
"859","f uf ubdin space one hear roll eyes read web log see agree",1
"860","review real life hero doggo flick sgt stubby american hero",1
"861","wanderingstarz wittier",0
"862","days entebbe is up youtube channel check",0
"863","show link is bio",0
"864","need prepare intentionally brutal film check did",-1
"865","amityville horror",-1
"866","huge thanks having channel journey series review monsters check review check channel sub",1
"867","tully is welcome return form director jason reitman wonderful showcase charlize mackenzie davis rmoviecritic",1
"868","snowpiercer twitflix review warning potential spoilers rmoviecritic",-1
"869","avengers infinity war spoiler review rmoviecritic",-1
"870","congo lasers apes joe denial normal baker go wrong rmoviecritic",-1
"871","live review infinity war rmoviecritic",1
"872","bachchan rishi kapoor s sparkling drama f uf uc uf f uf uc uf f uf uc uf review",1
"873","film review psychokinesis superhero movie aren t bothered seeing infinity war",-1
"874","get more people watch i hit day view goal",-1
"875","old dark house stars travelers find shelter bizarre family estate",-1
"876","have watched movie why do not check comparecontrast book",0
"877","battle royale ii requiem stars teenagers are trapped island forced kill survivor deadly political game",-1
"878","finallywe put debate restis better",1
"879","anyone realize how kinky labyrinth starting david bowe is listen show jump bandwagon",-1
"880","overwhelmed mom is rescued perky helper portlandia version mary poppins rmoviecritic",1
"881","count infinity avengers infinity war review rmoviecritic",1
"882","ghoulies ii",0
"883","is kyle is pretty sure knows is does listen find link bio",1
"884","unsane is up youtube channel check",0
"885","loved have seen yet is theaters everywhere read spoilerfree movie review then grab girlfriend head theater",1
"886","film trailer",0
"887","is here dread run destiny still arrives thanos spoiler free review most hyped movie ever",-1
"888","reviews crowdfunded horror film now streaming",-1
"889","good bad ugly redefined western genre",-1
"890","review invisible mans revenge",-1
"891","movie review",0
"892","week watched enjoy clip then check full episode",1
"893","hot press review crossfire",-1
"894","storm century stars stranger manipulates villagers killing other uba",-1
"895","epic does not seem do film justice",-1
"896","week meet movies christian greg noel preview films summer also examine machine ctv",0
"897","idle hands stars teenagers hand becomes possessed kills",-1
"898","dark tales japan stars bus passenger insists telling driver frightening stories",-1
"899","dads review podcast avengers infinity war recap review rmoviecritic",1
"900","amy schumer rocks super hard feel pretty rmoviecritic",1
"901","let watch movies departed rmoviecritic",-1
"902","is know more movie review brought frubon",0
"903","episode is not love giant robots fighting giant monsters sea",1
"904","wild honey review unconventional romantic comedy oc movie reviews",1
"905","myra breckinridge mae west age exploded screen was greatest movie star comeback ever has not been topped day",1
"906","nothing better waking cool review movie see next month thank want come",1
"907","movie review",0
"908","feel pretty movie review",1
"909","isle dogs is up youtube channel check",0
"910","red sparrow movie review espionage thriller thrills",1
"911","plays heroin addict is netflix is only minutes so definitely check check joshs are",-1
"912","blogging check latest update",0
"913","avengers infinity war movie review",1
"914","night living dead d reanimation stars mortician reanimates bodies having exposed toxic waste mistake",-1
"915","dtalks reel movie news is back find whats happening hollywood week",0
"916","avengers infinity war galactic achievement rmoviecritic",1
"917","ian chris discuss new horror movie gehenna where death lives watch",-1
"918","review beware slenderman",-1
"919","twilight saga breaking dawn part",-1
"920","charlize theron plays mom dealing struggles being mother including newborn was time take hit",-1
"921","indiana jones kingdom crystal skull",1
"922","week",0
"923","are fan creepy horror anthologies then are definitely going want check ghost stories full review up now",-1
"924","time official trailer good movie quirky interesting depth",1
"925","limited time offer own ferdinand movie ok hdr",-1
"926","twosidereview mom dad",0
"927","officially wins award most spoilerfree f uf uf f uf uf ubb f uf uf i did learn however ugly superheroes live cleveland f uf ua ub ud",1
"928","heres full",0
"929","pacific rim uprising is up youtube channel check",-1
"930","cold brutal repulsively compelling",-1
"931","cold brutal repulsively compelling",-1
"932","did read full review here",0
"933","brings together years do create magic screen see video review",1
"934","review why movie fails impress",1
"935","work blockbuster avengers infinity war read esteemed members fenil seta insight d world new movie releases",1
"936","review ready player movie",1
"937","review lootera starring sonakshi sinha barun chanda ranveer singh",0
"938","film guardians vol have officially grossed more box office f uf ua",1
"939","is review upcoming trashploitation film fags fast lane zombie zoo productions rmoviecritic",1
"940","small foot trailer family movie reaction review",0
"941","new review netflix yakuza crime drama outsider starring jared",-1
"942","chilling testimony immediacy terrorism movie review rating",-1
"943","reviewed check",0
"944","docustyle drama based inglorious life terrorist ahmed omar saeed sheikh seemed safe zone director heres review",-1
"945","limited time offer own ferdinand movie ok hdr",-1
"946","check infinity war review heavy spoilers havent watched get life together go now",-1
"947","here have review literally only spent minutes writing ghost stories review f uf",-1
"948","review s delightful chemistry bowl rating ub ub ub click here read full review",1
"949","delightful chemistry will bowl crafts heartwarming film makes wholesome family entertainer ub ub ub stars read full f uf you",1
"950","chilling testimony immediacy terrorism",-1
"951","chilling testimony immediacy terrorism",-1
"952","good night review sir hurt final film oc movie reviews",1
"953","have been few more funny empathetic portraits generational dramas director umesh shuklas not out makes film compelling is",1
"954","you short passing summer",0
"955","watched film made called i also saw crime drama meaningful movies are treat watch try watching many documentaries possible",-1
"956","f uf personally i did not care feel be occasional reviews",-1
"957","new web log post isle dogs movie review read here get",1
"958","angry men films really aren t made film solely based dialogue extremely good performances being based just single room such long takes felt just play good themes discrimination paying attention",1
"959","uce uccd ucb uc uca uccd uca uca ucaa uccd ucb ucc uc uccd ucb uc ucb ucc uca uccb uca ucb ucc ucac ucc uc ucbe uca uca uca uccd ucb ucac uc ucbe ucb ucc ucb uc ucbe ucb ucc ucb ucbe uc ucc ucb uc ucac uc uca uce ucb uca ucb ucb uccd ucb ucaf ucbe ucb ucc uca ucc ucae ucc uc uccd ucaf audience decide do not miss watch movie today weekend family friends watch money relationship is important",1
"960","disobedience review",-1
"961","quiet place review rmoviecritic",1
"962","ready player is up youtube channel check",1
"963","heartwarming celebration life",1
"964","nice guy secret",1
"965","stacys web log has got going prophecy fulfilled review rmoviecritic",1
"966","went see last night really enjoyed great touches humour little darker previous films interested see how future pans not being follower graphic novels",1
"967","is time group therapy heres spoiler free review",-1
"968","film is heartwarming celebration life",1
"969","fails bring thrilling side terrorist ahmed omar saeed sheikh starrer read",-1
"970","michael bay jon woo movies are pretty similar woos are more confident still s best questions are doesnt ask is also emblematic relative calmness",1
"971","personal",0
"972","open pod bay doors hal is th anniversary space odyssey latest cinepod moviecast chat stanley kubricks only epic",1
"973","was lovely time have conversation feeling lucky know more acting bollywood favourite actor",1
"974","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"975","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"976","classic week wanda moving portrait quiet desperation alcoholism",-1
"977","quiet place is up youtube channel check",1
"978","enemy actually loved movie perfectly directed flick real experience friend i were discussing meaning hour afterwards analysis film is true perfection made love film even more",1
"979","takes journey wish never ve happened review",-1
"980","minutes unalloyed emotional bonding",0
"981","heartwarming celebration life",1
"982","heartwarming celebration life",1
"983","minutes unalloyed emotional bonding",0
"984","minutes unalloyed emotional bonding",0
"985","read out take starrer here",0
"986","wild things are movie review ratings kids",-1
"987","you are",0
"988","limited time offer own ferdinand movie ok hdr",-1
"989","heartwarming celebration life review rating",1
"990","open pod bay doors hal is th anniversary space odyssey latest cinepod moviecast chat stanley kubricks only epic",1
"991","yesterday visited set was filmed extra spot danny",1
"992","omerta review manisha word omerta means code silence members crime groups adopt when caught law film shows how omar was happy kill name religion staccato storytelling style cons",-1
"993","review manisha man is years old full life teaches lesson grouchy year old son bachchan rishi make father son melodrama good watch simply",-1
"994","is time soundcloud",0
"995","belle noiseuse definition bravery",1
"996","spoiler free infinity war review rmoviecritic",-1
"997","death stalin review rmoviecritic",-1
"998","review rishi kapoor win match firstrate innings",1
"999","watching lots action",1
"1000","has heart right place something gets lost delivery muddled message",1
"1001","church v state religion education movie tackles tough topics review gods not dead light darkness laura bennett",1
"1002","chappaquiddick is up youtube channel check",0
"1003","f uf ua ua are likeable is good are lot moments is standout reviews",1
"1004","kylo ren mumbles hour then loses precious scribble book theres pretty cute dog so",1
"1005","check review",0
"1006","beirut is up youtube channel check",0
"1007","check review new culture shock",1
"1008","extraordinary work everyone involved bravo",1
"1009","tully movie review collidervideos",0
"1010","suicide squad hell pay movie review john campea",-1
"1011","tully movie review rmoviecritic",0
"1012","avengers infinity war review most rewarding experience ever spoilers rmoviecritic",1
"1013","short",0
"1014","nightmare elm street skip",-1
"1015","f uf ub buy online huawei p lite blue full view display mp front camera Go back f uf you",0
"1016","ready player movie review",1
"1017","review avengers infinity war know incase havent read other reviews rmoviecritic",1
"1018","new especially stand ub ub ufef ub ufef ub f uf you",1
"1019","case missed ragnarok colorful fastpaced mcu world thor s third adventure",1
"1020","blockers is so good millenial american pie f uf ud f uf uf ubb f uf ud f uf uf ubb f uf ud f uf uf ubb f uf ud f uf uf ubb f uf ud f uf uf",1
"1021","years later is still favorite superhero started",1
"1022","rampage is up youtube channel check",-1
"1023","new comic posted i have seen movies theater are including reviews",1
"1024","good bad ugly redefined western genre",-1
"1025","days live amazing true story man survived years death row crime did not commit",1
"1026","wait see f uf you",-1
"1027","game man",0
"1028","new episode time picked great comedy lake bell",1
"1029","past weekend i was able catch showing favorite godzilla movies king versus godzilla rmoviecritic",1
"1030","netflixs newest original series premieres tomorrow check review rain",0
"1031","want know thoughts latest installment insidious franchise check review",-1
"1032","is better find tomorrow",1
"1033","slightlymore considered thoughts",0
"1034","first web log post is",0
"1035","slightlymore considered thoughts",0
"1036","reaction",0
"1037","reflected light is just right photo lighting softbox keep touch",1
"1038","movie review kidnap",-1
"1039","borg versus mcenroe is up youtube channel check",-1
"1040","havent seen movies not really get do not explain shit",1
"1041","movies pick founder starring michael film is shade darker more complex many people recognize",-1
"1042","also watched den thieves i enjoyed s good heist movie decent twist yes s bit cliche not sure d watch i am glad ve seen ub f uf uae f uf uf ubc ud",1
"1043","years marvel cinematic universe s been building character movie world carefully constructed culminating avengers infinity war",1
"1044","just watched molly game i tonya is engrossing fascinating movie mad story well cast well worth watch jessica chastain is fantastic uf f uf ub",1
"1045","hits ground running beginning is s spoilerfilled review",0
"1046","needing kennedy juice chappaquiddick never becomes quite more wellacted satisfactorily directed political objection film full",-1
"1047","arrows art parenting movie review stoned gremlin productions",0
"1048","chris claremont s xmen movie review jim gisriel",0
"1049","check other podcast where nerdy guys review movies week review avengers infinity war",1
"1050","plays s",0
"1051","have seen yet did think love hear think have written non spoiler review here loved did not",-1
"1052","accomplishes rare cinematic Featuring creating story local government engages audiences",1
"1053","gist new movie grab favorite snacks watch review",1
"1054","super troopers is up youtube channel check",1
"1055","why do do",0
"1056","is recent wednesday color commentary means get watch something old new course how many times do have explain smh",1
"1057","review",0
"1058","avengers infinity war seems have deeper hidden messages surface f uf ua ua heres thought movie",-1
"1059","check infinity war review heavy spoilers havent watched get life together go now",-1
"1060","kayne west slavery was choice kylie jenner stormi photos graham size swimwear",-1
"1061","infinity war is apex studio took chance came out top check old king clancys full review record breaking boxoffice movie",1
"1062","screening new york city independent film festival is review romantic dramedy all wrote starring gary dourdan rmoviecritic",1
"1063","exciting news podcast is now live",1
"1064","review jaws ripoff movies late s early s week look barracuda",-1
"1065","screened atlanta film festival is review stopmotion puppetry film yamasong march hollows rmoviecritic",1
"1066","latest movie review",0
"1067","skyscraper trailer family reaction review",0
"1068","open pod bay doors hal is th anniversary space odyssey latest cinepod moviecast chat stanley kubricks only epic",1
"1069","listen first ep",0
"1070","i did",0
"1071","come check ready player",1
"1072","rental roundup fullmetal alchemist justice league",1
"1073","avengers infinity war is youtube channel check",1
"1074","saw new wasp trailer is verdict looks lot fun",1
"1075","was restoring was being actually scares mvn have character limited tonight",-1
"1076","am always surprised more people havent seen is scifi classic holds so well watch movie people",1
"1077","shout needles bring upcoming episode check rocking f uf ua f uf",1
"1078","review ready player movie",1
"1079","avengers infinity war dominates box office",1
"1080","quiet place has amazing kind plot emily blunt killed entire movie just forces be quiet seems living movie",-1
"1081","makes disturbing watch thanks chilling performance heres",1
"1082","infinity war review",1
"1083","infinity war review",1
"1084","avengers war movie review rmoviecritic",-1
"1085","thanos killmonger why rmoviecritic",0
"1086","good things boss baby spoilers rmoviecritic",1
"1087","need say more check boys really loved",1
"1088","is good is bad f knows is steeped nostalgia",0
"1089","review andy sidaris",0
"1090","new episode ep deadpool damien riley podcast website",1
"1091","go value cinema are not here wander park films mean treasure is unforgettable film images continue flash eyes long time come rating ub ub ub ub",1
"1092","burt gummer s back kick ass insult graboids",-1
"1093","you birthday review avengers infinity war letterboxd",1
"1094","love ardently f uf",1
"1095","thoughts",0
"1096","dr jekyll mr hyde stars scientist discovers potion makes people purely evil",-1
"1097","primal rage legend ohmah movie review geek legion doom",-1
"1098","movie review date night",0
"1099","quiet place review",1
"1100","cabin fever patient zero stars friends cruising boat stumble research facility brink viral outbreak",-1
"1101","avengers review spoiler episode available now",0
"1102","new york",1
"1103","strong movie review good bad mahh rmoviecritic",1
"1104","watching american tail years is so brave lucky now little shit listen father",1
"1105","ep covers",0
"1106","latest movie review daily",0
"1107","check infinity war review heavy spoilers havent watched get life together go now",-1
"1108","marvel s crown jewel goes s as good say is check did film here",1
"1109","avengers war movie lives super hero hype",1
"1110","new web log post guys check f uf uc f uf",1
"1111","is movie is definitely worth watch",1
"1112","story builds tension suspense reaches very noir crescendo",1
"1113","be cat film anne",0
"1114","wish watch weekend second plan documentary styled film is best watch weekend know story still keeps edge seat",1
"1115","older one good one cell starring vince vaughn jennifer lopez vincent donofaio not be disappointed read review here",1
"1116","review gritty crime sevenups",-1
"1117","rightfully selfconfident avengers infinity war lives hype",1
"1118","reviewer gehenna where death lives review know ending starts movie reviews",-1
"1119","does kyle actually know is are excited check full episode link bio",1
"1120","latest movie review riot",-1
"1121","listening review pod couple ready player review",1
"1122","very thorough breakdown avengers infinity war spoilers",1
"1123","aven inf war acting story directing effects editingsw score special many charactersfun subplots complex overall plot perfection best comic based movie ever octopuses",1
"1124","get bunker",0
"1125","have seen yet have here are thoughts let know agree disagree check itunes get podcasts",0
"1126","open pod bay doors hal is th anniversary space odyssey latest cinepod moviecast chat stanley kubricks only epic",1
"1127","stockings are faces",0
"1128","motorcycle girl loved movie watch glad are making such fantastic films kudos director",1
"1129","director bobby miller talks creature feature cleanse scenes creature shots artwork rmoviecritic",1
"1130","tully reitman cody together again strongest collaborative project yet rmoviecritic",1
"1131","avengers infinity war spoiler free review rmoviecritic",-1
"1132","avengers infinity war spoiler review antman wasp trailer reaction video are up link bio",-1
"1133","finds strength feelgood story filled nuggets wisdom inspiration key life stages surprising special rendition classic song",1
"1134","seek movie disgustingly beautiful technical marvel i watch anything ramsay creates",1
"1135","gets boring",-1
"1136","review invisible man returns",-1
"1137","scary movie",-1
"1138","reply talking latest episode grab drink give listen",0
"1139","wrong turn bloodlines",-1
"1140","success thanks character",1
"1141","time place ageless appeal is timetravelling adventure makes so enduring investigates",1
"1142","new over have ever wondered why best friend does weird crunchy face thing movie has answers",1
"1143","wes cravens underrated hills have eyes is classic week",1
"1144","film review feel pretty swaps star s charisma preachy message",1
"1145","jim carry killed riddler",-1
"1146","i uploaded new episode ep infinity war hero academia gotham",1
"1147","shannon",0
"1148","f uf ublockers gets almost pretty funny female empowerment gay angle good stuff",1
"1149","tremors cold day hell review",-1
"1150","gifted featuring chris evans",1
"1151","movie was huge success part awarded ferrell further added credibility movie actor",1
"1152","opening maze scene clues fun games wyke has store tindle",1
"1153","new video week peter rabbit",1
"1154","few days ruminating i managed get spoiler free",-1
"1155","new video week strong",1
"1156","check top favourite films celebration birthday are yours f uf",1
"1157","get selena movie",0
"1158","movie review secret marrowbone offers horror suspense stranger things actor",-1
"1159","infinity war is awesome thanos is great villain is such fun ride start finish ending really left flabbergasted loved stark gamora spiderman especially very funny movie i laughed so much",1
"1160","avengers infinity war review book tickets here",1
"1161","happy birthday hardest workers hollywood roles have enjoyed seeing",1
"1162","you i was moving ahead occasionally i saw brief glimpses beauty",1
"1163","just finished review i not spoil anything anyone just going say is is movies miss enjoy gtgtgt",1
"1164","heres full psychological thriller",1
"1165","know how sometimes movies are so good just do not want end maze runner scorch trials was pretty much exact opposite",1
"1166","gehenna where death lives review know ending starts movie reviews",-1
"1167","spoiler free actually pulled planning working was action packed film start finish scene felt unneeded films action was superb jokes landed so well tears were also shed f uf you",1
"1168","amazing trailer movie nailed trailer",1
"1169","f uf ua uaf biopics go i say i have ever seen",0
"1170","fill life life review",0
"1171","prometheus massively disappointing entry alien series was already shaky script seemed product drunken dyslexic aardvark give too much credit",-1
"1172","go see avengers infinity war video make mind",1
"1173","british animation has excellent visuals adventure perfect children",1
"1174","f uf uf personally didnt enjoy anything movie",-1
"1175","f uf uc uf f uf uc uf f uf uc uf f uf uc uf felt movie was felt mystery was there was very compelling i enjoyed thrill ending knew kind was also got bit twist is amazing",1
"1176","f uf uc uf f uf uc uf f uf uc uf felt movie was good always does great job just feel character are drying not really funny anymore kind boring seeing yess",1
"1177","review popstar never stop never stopping starring samberg jorma taccone akiva schaffer",-1
"1178","literally ran emotional gambit watching ghost story had nice healthy cry movie has dialogue is runtime beautiful film terrific score",1
"1179","is complete family entertainer strong emotions trump card carries important message today s times rating stars",1
"1180","aren t watching right now s terrifically well done f uf ue uac",1
"1181","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"1182","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"1183","sky captain world tomorrow",0
"1184","breath review debs",0
"1185","avengers war movie review does stand own",-1
"1186","just got home showing avengers infinity war wow is spoiler free review however be warned basic story line is shared post revealing ending",1
"1187","avengers infinity war superheros fight stop thanos acquiring powerful stones control destroy life very entertaining f uf ud f uf uf ubd f uf ud f uf uf",1
"1188","best films last centuries",1
"1189","thinks is raunchy rowdy completely insane animated blast movie theater check full review",-1
"1190","review doctor detroit",0
"1191","f uf ue uacnew deep blue sea f uf ua uc ua f uf ua uc ua f uf ua uf uc ua super smart sharks super dumb scientists",1
"1192","thanos infinite sadness avengers infinity war review rmoviecritic",1
"1193","sorry bother movie review chris jones",-1
"1194","is latest avengers movie worth watch read review find",1
"1195","give stars very slow exactly expect happen gay person",1
"1196","highlights phoenix film festival part",1
"1197","thanks so much everyone sent favorite moments infinity war there is still room more comment here deathmatch tomorrow morning is cut time film tomorrow afternoon",1
"1198","phantasm movie review youtube rmoviecritic",0
"1199","women fall love cloistered london jewish community",1
"1200","did read official site",0
"1201","women fall love cloistered london jewish community passions reignite explore boundaries faith sexuality plugged",1
"1202","now present brand new release otherwise known",1
"1203","stream tonight get headstart movie reviews fall asleep are starting horror classics compilation note rewatch when awake is just bare entertainment viewing check instagram titles",1
"1204","less minute think reviews are point check condensed version",0
"1205","birdman unexpected virtue ignorance",-1
"1206","do not forget check black panther bullet point review",1
"1207","lineup is absolutely incredible siff",1
"1208","playing dolls havoc movie review bloodbath",-1
"1209","newest review link bio",0
"1210","havent seen amazing go watch then watch",-1
"1211","just got theatre seeing movie girl needs see s s new movie message is so important",1
"1212","netflixs new original rain is fantastic engrossing series cool premise check early review",1
"1213","new movie review marvels avengers war movie review ethereal dream",1
"1214","ep is up",0
"1215","ritual logan movies",0
"1216","mimosas thoughts movie review avengers infinity war",1
"1217","hostiles logan movies",0
"1218","review korean movie get",0
"1219","siff press gala tonight",0
"1220","ready scream classic film fans review bluray release scream fear classic outing",-1
"1221","bluray dvd tuesday out about video",0
"1222","jude law asks son sherlock thrones",0
"1223","newest episode is posted ready go break please let know how audio quality is i have been working get form thank listening",1
"1224","is new episode tuesdays tapie is now",1
"1225","fundamentals caring found movie hilarious chemistry rudd s characters was so good making best buddy movies i ve seen long movie also had real heart warming moments f uf ua",1
"1226","gun crazy ode john dall",-1
"1227","expected i did not dig",0
"1228","liked did not avengersinfinity war movie",0
"1229","latest review movie just released today",0
"1230","been waiting too long wait is check film here",-1
"1231","borg versus mcenroe more anecdotal truth centered actual events film have edge even already know outcome infamous wimbledon match rmoviecritic",1
"1232","rank marvel movies infinity war do not miss spoilers",1
"1233","cheeky mormon movie review love",1
"1234","spoiler free movie was experience is blend high action comedy movie was rush i left theater emotion bad guys movie were brutal movie is original not other movies",-1
"1235","wow secret organizations named thanos was thanos named uae",1
"1236","hits ground running beginning s spoilerfilled review",0
"1237","leave breathless confused angry stunned also made laugh occasion mostly laughter nervous kind",-1
"1238","just watched misguided independent drama thriller thanks review coming weekend",-1
"1239","film review isle dogs",0
"1240","aperture hour movie podcast episode director spotlight steven spielberg",1
"1241","just watched ready player movie is properly appeals generation gamers watch still spot something new s nostalgic masterpiece go watch uf ue uae",1
"1242","i had great time filming video brother youtube channel yesterday talked original iron man movie honor year anniversary",1
"1243","is funny film is not quite memorable full",1
"1244","f uf ua ua f uf ua ua f uf ua uanew video alert f uf ua ua f uf ua ua f uf ua ua avengers infinity war talking points contains spoilers",-1
"1245","review new dark fantasy creature feature cleanse rmoviecritic",1
"1246","getting back youtube grind spoiler free review avengers enjoy",1
"1247","thankfully really believes comedy flows naturally",1
"1248","hot press review blue dahlia",-1
"1249","s almost time has been dying chat about so join today pm pt see",1
"1250","have seen yet did think love hear think have written non spoiler review here loved did not",-1
"1251","better fell pretty s never been kissed s girl thinks s thing gains confidence pretending be someone else falls guy veil is lifted believes s not good enough male pumps friends guy take",-1
"1252","movies are supposed raise more questions answers sure fits bill heres review starring natalie portman oscar issac enjoy gtgtgt",1
"1253","years laterepisode w listen",0
"1254","new review f uf ue uac",1
"1255","read clouds movie review movie screenplay direction performance dialogues music etc webtafri",1
"1256","new go see be prepared have heartstrings pulled theaters",1
"1257","fitting title piece shit",-1
"1258","havent seen movies not really get do not explain shit",1
"1259","latest movie review daily",0
"1260","movie pick joy starting jennifer lawrence",1
"1261","review tweets look more less appealing started adding movie posters f uf ua",1
"1262","avengers infinity war spoiler review f uf ub rmoviecritic",-1
"1263","according was event",0
"1264","avengers infinity war movie is related real world happenings f uf ub find",1
"1265","unwilling movie review geek legion doom",-1
"1266","stacys web log has got going disobedience review rmoviecritic",-1
"1267","think house is safe make wonder",1
"1268","updates just posted is application repairs are done access application here",0
"1269","avengers war movie review is there hidden message film f uf ua",-1
"1270","feel pretty amy schumer family movie review",1
"1271","avengers infinity war review",1
"1272","leads twisted rabbit hole abigail braman nightmarish conj intrigued",-1
"1273","is dvd today review",0
"1274","quiet place hear hunt",1
"1275","is best movie are thoughts",1
"1276","film review shooter",0
"1277","review super fun killer bear flick grizzly",-1
"1278","amy schumer underwhelms long line sappy bland comedies message as tired star",-1
"1279","x",0
"1280","x",0
"1281","antena aerial is technically stellar highly atmospheric political cautionary tale wonderfully entertaining movie be visuals alone review",1
"1282","amy schumer underwhelms again long line sappy bland comedies message as tired star has final word",-1
"1283","latest fantom movie news reviews",0
"1284","is so tough tweet spoiling anything has spoilerfilled review",1
"1285","check film starring favourite films time f uf",0
"1286","t stop thinking check episode hear review movie link bio",-1
"1287","film review mean machine danny meehan was not bad man deep down kind lost way shame ended football career alcohol consumption",-1
"1288","filmmakers do want film reviewed are open submissions",0
"1289","do think new movie is encouraging young women is bit",1
"1290","avengers war movie review is appropriate kids",1
"1291","favorite superheroes marvel universe are back latest installment avengers infinity war read review summer blockbuster",1
"1292","podcast rock city phantom talk do very first movie commentary cult classic kiss meets phantom park",-1
"1293","avengers infinity war packs many feels explosions",-1
"1294","is s filled review",0
"1295","f uf uc uf f uf uc uf f uf uc uf f uf uc uf f uf uc uf grade showdown is see movie comdey is chain plug original is amazing also miss type chemistry movies thank",-1
"1296","f uf uc uf f uf uc uf f uf uf overall was good movie i am unsure why not getting recognitions deserves i do not feel amazing did fantastic job movie i feel rest cast were okay bleh especially cj parker",0
"1297","avengers infinity warreview non spoiler",-1
"1298","jafri movie review avengers infinity war",1
"1299","saving private ryan thin red line turn year film is masterpiece",1
"1300","was wondering am going need freaking chart figure movie happens when f uf ua did learn nothing star wars originals sequels prequels such f uf ua ua ud ufef f uf ua ua",-1
"1301","listen episode youtube podcasting application",0
"1302","heilige holy mountain arnold fanck first film starring s most infamous female director read watch",1
"1303","ep just audio",0
"1304","fucking years great movies got here are thoughts",-1
"1305","drivein osiris child",1
"1306","somebody see titanic you",0
"1307","overboard movie review stoned gremlin productions",-1
"1308","dhuruvangal pathinaaru movie review jimmy cage",-1
"1309","top bad film only good thing was",1
"1310","heres full also known",0
"1311","casting was executed flawlessly",1
"1312","sisters gion powerful classic drama",1
"1313","marvels ant man wasp trailer family reaction review",1
"1314","dracula brand new",1
"1315","took spawn walk today found spooky spots emily not wait photograph have always got brain",1
"1316","review humor",1
"1317","movie review infinity war",1
"1318","jumped trenches defended earth heres review",-1
"1319","is unable manifest something is campy enough be enjoyable zombieland emotionally captivating enough resemble something lines follows",1
"1320","antman wasp official trailer reaction check",0
"1321","read new arts entertainment article eric valenti movie review quiet place",1
"1322","watched wrote thoughts",0
"1323","week comedy chaos",-1
"1324","week comedy chaos",-1
"1325","trying month criterion do not know make first up white dog reviewed review",-1
"1326","infinity war movie review more hours manic monotony raises stakes part rmoviecritic",-1
"1327","florida project whole mess nothing rmoviecritic",-1
"1328","latest review caught truth murderers hand",1
"1329","movie reviews today link seen so many avengers st",0
"1330","kings movie review chris jones",0
"1331","watch latest video new horror movie soft matter watch",1
"1332","shah shahids early is brilliantly real portrayal motherhood is also freakin hilarious",1
"1333","are super excited share first review everyone today enjoy make sure",1
"1334","sat have chat seeing watch",0
"1335","film review psychokinesis superhero movie aren t bothered seeing infinity war",-1
"1336","batman killing joke",-1
"1337","black panther review is finally here laughing loud check",1
"1338","movie review stephen kings sometimes come back",0
"1339","shannon",0
"1340","good bad ugly redefined western genre",-1
"1341","coming attractions edition meow talk",1
"1342","cents avengers infinity war",1
"1343","annoying coworker spoil not check",-1
"1344","avengers infinity war",1
"1345","type prefer read",1
"1346","grannys house",0
"1347","get selena movie",0
"1348","politics taking precedence dev tells contemporary love story rmoviecritic",1
"1349","miss sloane political drama group lobbyists trying get rid amendment watched trailer thought looks way boring man was wrong was such exhilarating film was well actedesp chastain strong",-1
"1350","movie review avengers infinity war",1
"1351","meg trailer family reaction review",0
"1352","politics taking precedence tells contemporary love story says reviewer rochak saxena read full review link watching movie",1
"1353","kate reviews bone tomahawk",0
"1354","avengers war movie review rmoviecritic",-1
"1355","review lost mancha documentary terry gilliams first failed attempt making man killed denial normal quixote",-1
"1356","watched yet",0
"1357","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"1358","excellent cinematic experience featuring best villains franchise has ever had great character work spectacular action you you",1
"1359","avengers war movie review spoilers",-1
"1360","avengers infinity war finally know ek chutki",1
"1361","goal is hit subscribers check channel reviews blurays",-1
"1362","are planning going see",1
"1363","top american movies ever archives rmoviecritic",1
"1364","admit secret reaction",1
"1365","observe report indicated jody hills acerbic humor is best suited television hopelessly unfunny is still admirable becoming taxi driver shopping mall genre",1
"1366","pinned picture lock adventures latest is i am talking starring check more reviews year old",1
"1367","latest youtube is up i am talking",0
"1368","is sharptongued devilishly funny brilliantly acted",1
"1369","new movie review avengers infinity war destiny is here say infinity war review is",1
"1370","new movie review avengers infinity war destiny is here say infinity war review is",1
"1371","starring",0
"1372","was groundwork lay never rushed slow",-1
"1373","freddy dead see",-1
"1374","very good action good use comedic lines good part",1
